Fold,Set,ringnr
3,train,8M71673
3,train,8M71700
3,train,8M71735
3,train,8M71765
3,train,8M71811
3,train,8M71819
3,train,8M71823
3,train,8M71831
3,train,8M71835
3,train,8M71864
3,train,8M71872
3,train,8M71873
3,train,8M72001
3,train,8M72002
3,train,8M72009
3,train,8M72013
3,train,8M72014
3,train,8M72016
3,train,8M72017
3,train,8M72019
3,train,8M72021
3,train,8M72036
3,train,8M72087
3,train,8M72112
3,train,8M72120
3,train,8M72136
3,train,8M72168
3,train,8M72179
3,train,8M72224
3,train,8M72243
3,train,8M72245
3,train,8M72259
3,train,8M72272
3,train,8M72292
3,train,8M72323
3,train,8M72326
3,train,8M72327
3,train,8M72602
3,train,8M72606
3,train,8M72610
3,train,8M72611
3,train,8M72617
3,train,8M72618
3,train,8M72633
3,train,8M72638
3,train,8M72640
3,train,8M72644
3,train,8M72648
3,train,8M72649
3,train,8M72653
3,train,8M72656
3,train,8M72659
3,train,8M72664
3,train,8M72666
3,train,8M72673
3,train,8M72675
3,train,8M72678
3,train,8M72679
3,train,8M72707
3,train,8M72708
3,train,8M72722
3,train,8M72736
3,train,8M72737
3,train,8M72739
3,train,8M72745
3,train,8M72749
3,train,8M72752
3,train,8M72764
3,train,8M72766
3,train,8M72786
3,train,8M72792
3,train,8M72797
3,train,8M72805
3,train,8M72806
3,train,8M72811
3,train,8M72818
3,train,8M72848
3,train,8M72859
3,train,8M72863
3,train,8M72864
3,train,8M72867
3,train,8M72877
3,train,8M72879
3,train,8M72882
3,train,8M72884
3,train,8M72887
3,train,8M72891
3,train,8M72892
3,train,8M72893
3,train,8M72908
3,train,8M72913
3,train,8M72914
3,train,8M72916
3,train,8M72924
3,train,8M72928
3,train,8M72929
3,train,8M72931
3,train,8M72933
3,train,8M72934
3,train,8M72935
3,train,8M72951
3,train,8M72954
3,train,8M72955
3,train,8M72956
3,train,8M72957
3,train,8M72960
3,train,8M72961
3,train,8M72965
3,train,8M72969
3,train,8M72972
3,train,8M72987
3,train,8M72990
3,train,8M72996
3,train,8N05003
3,train,8N05006
3,train,8N05008
3,train,8N05009
3,train,8N05012
3,train,8N05018
3,train,8N05030
3,train,8N05032
3,train,8N05057
3,train,8N05063
3,train,8N05083
3,train,8N05087
3,train,8N05402
3,train,8N05418
3,train,8N05423
3,train,8N05437
3,train,8N05438
3,train,8N05442
3,train,8N05444
3,train,8N05446
3,train,8N05447
3,train,8N05457
3,train,8N05460
3,train,8N05462
3,train,8N05472
3,train,8N05494
3,train,8N05526
3,train,8N05531
3,train,8N05532
3,train,8N05533
3,train,8N05534
3,train,8N05536
3,train,8N05538
3,train,8N05567
3,train,8N05572
3,train,8N05574
3,train,8N05701
3,train,8N05702
3,train,8N05703
3,train,8N05704
3,train,8N05705
3,train,8N05706
3,train,8N05707
3,train,8N05708
3,train,8N05709
3,train,8N05710
3,train,8N05712
3,train,8N05713
3,train,8N05714
3,train,8N05715
3,train,8N05716
3,train,8N05717
3,train,8N05724
3,train,8N05748
3,train,8N05749
3,train,8N05750
3,train,8N05795
3,train,8N05796
3,train,8N05797
3,train,8N05798
3,train,8N05825
3,train,8N05827
3,train,8N05831
3,train,8N05840
3,train,8N05846
3,train,8N05905
3,train,8N05907
3,train,8N05933
3,train,8N05939
3,train,8N05946
3,train,8N06011
3,train,8N06020
3,train,8N06028
3,train,8N06029
3,train,8N06037
3,train,8N06186
3,train,8N06285
3,train,8N06290
3,train,8N06292
3,train,8N06293
3,train,8N06305
3,train,8N06306
3,train,8N06311
3,train,8N06340
3,train,8N06347
3,train,8N06359
3,train,8N06360
3,train,8N06367
3,train,8N06371
3,train,8N06387
3,train,8N06394
3,train,8N06395
3,train,8N06398
3,train,8N06435
3,train,8N06439
3,train,8N06508
3,train,8N06510
3,train,8N06517
3,train,8N06519
3,train,8N06527
3,train,8N06528
3,train,8N06532
3,train,8N06554
3,train,8N06559
3,train,8N06560
3,train,8N06563
3,train,8N06580
3,train,8N06727
3,train,8N06736
3,train,8N06740
3,train,8N06776
3,train,8N06782
3,train,8N06783
3,train,8N06786
3,train,8N06787
3,train,8N06800
3,train,8N06808
3,train,8N06813
3,train,8N06916
3,train,8N06917
3,train,8N06920
3,train,8N06922
3,train,8N06928
3,train,8N06930
3,train,8N06941
3,train,8N06944
3,train,8N06976
3,train,8N06979
3,train,8N06989
3,train,8N06999
3,train,8N72043
3,train,8N72045
3,train,8N72206
3,train,8N72208
3,train,8N72257
3,train,8N72333
3,train,8N72347
3,train,8N72348
3,train,8N72351
3,train,8N72353
3,train,8N72359
3,train,8N72368
3,train,8N72369
3,train,8N72376
3,train,8N72389
3,train,8N72391
3,train,8N72438
3,train,8N72448
3,train,8N72487
3,train,8N72488
3,train,8N72490
3,train,8N72496
3,train,8N72499
3,train,8N72519
3,train,8N72531
3,train,8N72545
3,train,8N72551
3,train,8N72575
3,train,8N72577
3,train,8N72578
3,train,8N72592
3,train,8N72616
3,train,8N72633
3,train,8N72639
3,train,8N72642
3,train,8N72655
3,train,8N72660
3,train,8N72663
3,train,8N72665
3,train,8N72668
3,train,8N72669
3,train,8N72670
3,train,8N72716
3,train,8N72717
3,train,8N72719
3,train,8N72721
3,train,8N72734
3,train,8N72736
3,train,8N72737
3,train,8N72738
3,train,8N72746
3,train,8N72785
3,train,8N72795
3,train,8N72965
3,train,8N72986
3,train,8N73001
3,train,8N73003
3,train,8N73012
3,train,8N73013
3,train,8N73031
3,train,8N73050
3,train,8N73055
3,train,8N73057
3,train,8N73082
3,train,8N73083
3,train,8N73086
3,train,8N73087
3,train,8N73093
3,train,8N73094
3,train,8N73097
3,train,8N73402
3,train,8N73404
3,train,8N73406
3,train,8N73409
3,train,8N73420
3,train,8N73423
3,train,8N73501
3,train,8N73502
3,train,8N73503
3,train,8N73504
3,train,8N73505
3,train,8N73506
3,train,8N73507
3,train,8N73508
3,train,8N73509
3,train,8N73510
3,train,8N73519
3,train,8N73521
3,train,8N73525
3,train,8N73527
3,train,8N73528
3,train,8N73529
3,train,8N73530
3,train,8N73580
3,train,8N87141
3,train,8N87216
3,train,8N87226
3,train,8N87243
3,train,8N87245
3,train,8N87246
3,train,8N87307
3,train,8N87342
3,train,8N87369
3,train,8N87371
3,train,8N87709
3,test,8168636
3,test,8309182
3,test,8309283
3,test,8573603
3,test,8651754
3,test,8651761
3,test,8651876
3,test,8681041
3,test,8681056
3,test,8681259
3,test,8681309
3,test,8681397
3,test,8681409
3,test,8730417
3,test,8730418
3,test,8730993
3,test,8732649
3,test,8732660
3,test,8747102
3,test,8747222
3,test,8747227
3,test,8747373
3,test,8747424
3,test,8747534
3,test,8747603
3,test,8747604
3,test,8747758
3,test,8747781
3,test,8747948
3,test,8800031
3,test,8800073
3,test,8800181
3,test,8800321
3,test,8800354
3,test,8800376
3,test,8800426
3,test,8800436
3,test,8800439
3,test,8816408
3,test,8816918
3,test,8816929
3,test,8816931
3,test,8816955
3,test,8816956
3,test,8816963
3,test,8857233
3,test,8857276
3,test,8857285
3,test,8857778
3,test,8866786
3,test,8887206
3,test,8887233
3,test,8887416
3,test,8887490
3,test,8934064
3,test,8934095
3,test,8934217
3,test,8934311
3,test,8934343
3,test,8934855
3,test,8934875
3,test,8939037
3,test,8939038
3,test,8939052
3,test,8939139
3,test,8939184
3,test,8939197
3,test,8939353
3,test,8939539
3,test,8939574
3,test,8943012
3,test,8943023
3,test,8943105
3,test,8943113
3,test,8943168
3,test,8943735
3,test,8943801
3,test,8943802
3,test,8981005
3,test,8981031
3,test,8981267
3,test,8981703
3,test,8981704
3,test,8981856
3,test,8981944
3,test,8L19505
3,test,8L19569
3,test,8L19877
3,test,8L19914
3,test,8L19920
3,test,8L19977
3,test,8L19979
3,test,8L26579
3,test,8L26591
3,test,8L30372
3,test,8L30499
3,test,8L30779
3,test,8L48448
3,test,8L48467
3,test,8L48473
3,test,8L48598
3,test,8L49934
3,test,8L52224
3,test,8L52310
3,test,8L52418
3,test,8L52419
3,test,8L52527
3,test,8L52533
3,test,8L52551
3,test,8L52552
3,test,8L64202
3,test,8L64256
3,test,8L64265
3,test,8L64372
3,test,8L64825
3,test,8L64840
3,test,8L88307
3,test,8L89296
3,test,8L89299
3,test,8L89352
3,test,8L89358
3,test,8L89377
3,test,8L89386
3,test,8L89423
3,test,8L89460
3,test,8L89470
3,test,8L89507
3,test,8L89508
3,test,8L89518
3,test,8L89640
3,test,8L89641
3,test,8L89645
3,test,8L89646
3,test,8L89650
3,test,8L89691
3,test,8L89793
3,test,8L89836
3,test,8M31041
3,test,8M31084
3,test,8M31206
3,test,8M31344
3,test,8M31485
3,test,8M31526
3,test,8M31543
3,test,8M31758
3,test,8M71086
3,test,8M71092
3,test,8M71205
3,test,8M71294
3,test,8M71295
3,test,8M71307
3,test,8M71585
3,test,8M71674
3,test,8M71866
3,test,8M71881
3,test,8M72018
3,test,8M72609
3,test,8M72621
3,test,8M72646
3,test,8M72654
3,test,8M72832
3,test,8M72878
3,test,8M72881
3,test,8M72897
3,test,8M72909
3,test,8N05004
3,test,8N05445
3,test,8N05464
3,test,8N05576
3,test,8N05747
3,test,8N05810
3,test,8N05841
3,test,8N05851
3,test,8N06570
3,test,8N06749
3,test,8N06931
3,test,8N06942
3,test,8N72040
3,test,8N72354
3,test,8N72483
3,test,8N72516
3,test,8N72574
3,test,8N72664
3,test,8N72724
3,test,8N72777
3,test,8N73084
3,test,8N73407
3,test,8N73524
3,test,8N73526
3,test,8N87228
3,test,8N87368
3,test,8N87372
4,train,8118424
4,train,8118425
4,train,8118426
4,train,8118429
4,train,8118430
4,train,8118432
4,train,8118433
4,train,8118435
4,train,8168602
4,train,8168603
4,train,8168606
4,train,8168613
4,train,8168614
4,train,8168635
4,train,8168636
4,train,8168639
4,train,8168642
4,train,8168648
4,train,8168650
4,train,8168655
4,train,8168665
4,train,8168693
4,train,8168698
4,train,8168702
4,train,8168709
4,train,8168768
4,train,8168769
4,train,8168771
4,train,8168772
4,train,8309135
4,train,8309141
4,train,8309143
4,train,8309155
4,train,8309156
4,train,8309158
4,train,8309159
4,train,8309164
4,train,8309171
4,train,8309173
4,train,8309175
4,train,8309182
4,train,8309190
4,train,8309191
4,train,8309195
4,train,8309197
4,train,8309252
4,train,8309254
4,train,8309263
4,train,8309267
4,train,8309272
4,train,8309277
4,train,8309283
4,train,8309285
4,train,8309291
4,train,8414501
4,train,8414806
4,train,8537612
4,train,8537699
4,train,8537700
4,train,8537728
4,train,8573156
4,train,8573187
4,train,8573221
4,train,8573515
4,train,8573567
4,train,8573572
4,train,8573603
4,train,8573606
4,train,8573683
4,train,8573856
4,train,8573864
4,train,8573872
4,train,8573874
4,train,8573896
4,train,8573966
4,train,8598568
4,train,8598887
4,train,8651522
4,train,8651534
4,train,8651539
4,train,8651543
4,train,8651548
4,train,8651576
4,train,8651621
4,train,8651658
4,train,8651695
4,train,8651701
4,train,8651728
4,train,8651730
4,train,8651743
4,train,8651754
4,train,8651761
4,train,8651804
4,train,8651860
4,train,8651869
4,train,8651875
4,train,8651876
4,train,8651878
4,train,8651882
4,train,8651883
4,train,8651884
4,train,8651899
4,train,8651952
4,train,8651975
4,train,8651979
4,train,8651997
4,train,8668476
4,train,8668482
4,train,8668490
4,train,8681001
4,train,8681003
4,train,8681005
4,train,8681008
4,train,8681012
4,train,8681017
4,train,8681024
4,train,8681025
4,train,8681027
4,train,8681028
4,train,8681029
4,train,8681032
4,train,8681033
4,train,8681034
4,train,8681037
4,train,8681038
4,train,8681041
4,train,8681042
4,train,8681044
4,train,8681052
4,train,8681053
4,train,8681054
4,train,8681056
4,train,8681057
4,train,8681058
4,train,8681059
4,train,8681073
4,train,8681074
4,train,8681075
4,train,8681077
4,train,8681081
4,train,8681095
4,train,8681097
4,train,8681098
4,train,8681169
4,train,8681175
4,train,8681183
4,train,8681184
4,train,8681190
4,train,8681200
4,train,8681251
4,train,8681254
4,train,8681258
4,train,8681259
4,train,8681260
4,train,8681261
4,train,8681268
4,train,8681309
4,train,8681317
4,train,8681356
4,train,8681371
4,train,8681397
4,train,8681403
4,train,8681409
4,train,8681414
4,train,8681415
4,train,8681419
4,train,8681420
4,train,8681422
4,train,8681423
4,train,8681436
4,train,8681454
4,train,8681462
4,train,8681464
4,train,8681466
4,train,8681469
4,train,8730413
4,train,8730417
4,train,8730418
4,train,8730421
4,train,8730436
4,train,8730437
4,train,8730439
4,train,8730442
4,train,8730443
4,train,8730453
4,train,8730454
4,train,8730496
4,train,8730497
4,train,8730498
4,train,8730503
4,train,8730509
4,train,8730517
4,train,8730518
4,train,8730535
4,train,8730537
4,train,8730584
4,train,8730969
4,train,8730979
4,train,8730981
4,train,8730987
4,train,8730993
4,train,8730998
4,train,8732211
4,train,8732247
4,train,8732249
4,train,8732254
4,train,8732255
4,train,8732288
4,train,8732293
4,train,8732294
4,train,8732565
4,train,8732637
4,train,8732641
4,train,8732644
4,train,8732646
4,train,8732647
4,train,8732649
4,train,8732651
4,train,8732653
4,train,8732654
4,train,8732656
4,train,8732659
4,train,8732660
4,train,8732676
4,train,8732678
4,train,8732680
4,train,8732681
4,train,8732685
4,train,8732690
4,train,8732691
4,train,8732695
4,train,8732696
4,train,8732697
4,train,8732699
4,train,8732700
4,train,8747100
4,train,8747101
4,train,8747102
4,train,8747104
4,train,8747114
4,train,8747117
4,train,8747118
4,train,8747218
4,train,8747222
4,train,8747223
4,train,8747224
4,train,8747227
4,train,8747229
4,train,8747234
4,train,8747256
4,train,8747258
4,train,8747259
4,train,8747260
4,train,8747365
4,train,8747366
4,train,8747373
4,train,8747406
4,train,8747408
4,train,8747410
4,train,8747424
4,train,8747517
4,train,8747518
4,train,8747519
4,train,8747526
4,train,8747529
4,train,8747532
4,train,8747534
4,train,8747548
4,train,8747549
4,train,8747551
4,train,8747552
4,train,8747553
4,train,8747555
4,train,8747563
4,train,8747603
4,train,8747604
4,train,8747606
4,train,8747609
4,train,8747623
4,train,8747636
4,train,8747691
4,train,8747692
4,train,8747693
4,train,8747694
4,train,8747698
4,train,8747699
4,train,8747703
4,train,8747705
4,train,8747720
4,train,8747722
4,train,8747729
4,train,8747741
4,train,8747749
4,train,8747756
4,train,8747757
4,train,8747758
4,train,8747759
4,train,8747760
4,train,8747764
4,train,8747777
4,train,8747781
4,train,8747799
4,train,8747807
4,train,8747808
4,train,8747809
4,train,8747813
4,train,8747878
4,train,8747900
4,train,8747901
4,train,8747936
4,train,8747940
4,train,8747941
4,train,8747948
4,train,8747974
4,train,8747979
4,train,8794302
4,train,8794306
4,train,8794367
4,train,8794368
4,train,8800021
4,train,8800022
4,train,8800023
4,train,8800025
4,train,8800027
4,train,8800028
4,train,8800031
4,train,8800035
4,train,8800038
4,train,8800042
4,train,8800045
4,train,8800046
4,train,8800060
4,train,8800061
4,train,8800073
4,train,8800074
4,train,8800075
4,train,8800077
4,train,8800090
4,train,8800091
4,train,8800095
4,train,8800101
4,train,8800102
4,train,8800104
4,train,8800166
4,train,8800168
4,train,8800170
4,train,8800171
4,train,8800175
4,train,8800178
4,train,8800179
4,train,8800181
4,train,8800185
4,train,8800196
4,train,8800199
4,train,8800303
4,train,8800307
4,train,8800314
4,train,8800321
4,train,8800352
4,train,8800353
4,train,8800354
4,train,8800355
4,train,8800356
4,train,8800371
4,train,8800372
4,train,8800375
4,train,8800376
4,train,8800390
4,train,8800391
4,train,8800395
4,train,8800404
4,train,8800405
4,train,8800416
4,train,8800417
4,train,8800426
4,train,8800428
4,train,8800436
4,train,8800437
4,train,8800439
4,train,8800450
4,train,8800468
4,train,8800469
4,train,8800470
4,train,8800477
4,train,8800482
4,train,8800488
4,train,8800489
4,train,8800490
4,train,8800495
4,train,8800497
4,train,8800512
4,train,8800515
4,train,8800519
4,train,8800529
4,train,8800533
4,train,8800535
4,train,8800537
4,train,8800538
4,train,8800547
4,train,8800567
4,train,8800570
4,train,8800574
4,train,8800592
4,train,8800612
4,train,8800614
4,train,8800615
4,train,8800616
4,train,8800935
4,train,8800936
4,train,8800937
4,train,8816408
4,train,8816409
4,train,8816427
4,train,8816452
4,train,8816455
4,train,8816456
4,train,8816467
4,train,8816491
4,train,8816495
4,train,8816496
4,train,8816497
4,train,8816901
4,train,8816918
4,train,8816919
4,train,8816921
4,train,8816929
4,train,8816930
4,train,8816931
4,train,8816932
4,train,8816936
4,train,8816937
4,train,8816940
4,train,8816943
4,train,8816947
4,train,8816953
4,train,8816954
4,train,8816955
4,train,8816956
4,train,8816957
4,train,8816959
4,train,8816963
4,train,8857202
4,train,8857208
4,train,8857220
4,train,8857226
4,train,8857230
4,train,8857231
4,train,8857232
4,train,8857233
4,train,8857237
4,train,8857243
4,train,8857246
4,train,8857249
4,train,8857252
4,train,8857274
4,train,8857276
4,train,8857277
4,train,8857278
4,train,8857279
4,train,8857284
4,train,8857285
4,train,8857401
4,train,8857405
4,train,8857415
4,train,8857730
4,train,8857739
4,train,8857754
4,train,8857778
4,train,8857946
4,train,8866710
4,train,8866718
4,train,8866741
4,train,8866745
4,train,8866751
4,train,8866752
4,train,8866754
4,train,8866773
4,train,8866786
4,train,8866789
4,train,8866790
4,train,8866791
4,train,8866792
4,train,8866795
4,train,8866800
4,train,8887035
4,train,8887130
4,train,8887205
4,train,8887206
4,train,8887210
4,train,8887211
4,train,8887226
4,train,8887230
4,train,8887232
4,train,8887233
4,train,8887238
4,train,8887241
4,train,8887245
4,train,8887249
4,train,8887266
4,train,8887267
4,train,8887278
4,train,8887279
4,train,8887283
4,train,8887310
4,train,8887315
4,train,8887316
4,train,8887319
4,train,8887324
4,train,8887335
4,train,8887341
4,train,8887342
4,train,8887344
4,train,8887345
4,train,8887346
4,train,8887357
4,train,8887358
4,train,8887360
4,train,8887370
4,train,8887373
4,train,8887379
4,train,8887385
4,train,8887399
4,train,8887406
4,train,8887408
4,train,8887411
4,train,8887416
4,train,8887421
4,train,8887448
4,train,8887449
4,train,8887450
4,train,8887451
4,train,8887462
4,train,8887472
4,train,8887475
4,train,8887477
4,train,8887481
4,train,8887490
4,train,8904654
4,train,8904661
4,train,8934027
4,train,8934028
4,train,8934039
4,train,8934058
4,train,8934059
4,train,8934062
4,train,8934064
4,train,8934066
4,train,8934069
4,train,8934072
4,train,8934077
4,train,8934087
4,train,8934090
4,train,8934095
4,train,8934215
4,train,8934217
4,train,8934224
4,train,8934225
4,train,8934227
4,train,8934228
4,train,8934236
4,train,8934301
4,train,8934304
4,train,8934311
4,train,8934313
4,train,8934329
4,train,8934333
4,train,8934338
4,train,8934339
4,train,8934343
4,train,8934353
4,train,8934354
4,train,8934355
4,train,8934364
4,train,8934368
4,train,8934373
4,train,8934374
4,train,8934375
4,train,8934376
4,train,8934380
4,train,8934451
4,train,8934458
4,train,8934459
4,train,8934460
4,train,8934471
4,train,8934472
4,train,8934473
4,train,8934474
4,train,8934475
4,train,8934484
4,train,8934497
4,train,8934514
4,train,8934532
4,train,8934547
4,train,8934596
4,train,8934600
4,train,8934801
4,train,8934805
4,train,8934854
4,train,8934855
4,train,8934875
4,train,8934880
4,train,8934884
4,train,8934893
4,train,8934899
4,train,8939024
4,train,8939034
4,train,8939037
4,train,8939038
4,train,8939052
4,train,8939076
4,train,8939085
4,train,8939093
4,train,8939095
4,train,8939097
4,train,8939101
4,train,8939118
4,train,8939119
4,train,8939121
4,train,8939122
4,train,8939124
4,train,8939125
4,train,8939139
4,train,8939150
4,train,8939151
4,train,8939157
4,train,8939158
4,train,8939159
4,train,8939163
4,train,8939175
4,train,8939180
4,train,8939181
4,train,8939184
4,train,8939195
4,train,8939196
4,train,8939197
4,train,8939199
4,train,8939352
4,train,8939353
4,train,8939392
4,train,8939419
4,train,8939431
4,train,8939442
4,train,8939460
4,train,8939475
4,train,8939491
4,train,8939492
4,train,8939494
4,train,8939521
4,train,8939533
4,train,8939534
4,train,8939535
4,train,8939538
4,train,8939539
4,train,8939542
4,train,8939551
4,train,8939574
4,train,8939578
4,train,8939582
4,train,8939595
4,train,8939602
4,train,8939603
4,train,8939607
4,train,8939608
4,train,8939611
4,train,8939615
4,train,8939617
4,train,8939619
4,train,8939629
4,train,8939630
4,train,8939733
4,train,8939745
4,train,8939746
4,train,8939747
4,train,8939749
4,train,8939762
4,train,8939764
4,train,8939768
4,train,8939807
4,train,8939824
4,train,8939874
4,train,8939897
4,train,8939898
4,train,8939899
4,train,8943009
4,train,8943012
4,train,8943013
4,train,8943014
4,train,8943023
4,train,8943025
4,train,8943039
4,train,8943064
4,train,8943066
4,train,8943080
4,train,8943082
4,train,8943083
4,train,8943103
4,train,8943105
4,train,8943106
4,train,8943109
4,train,8943110
4,train,8943113
4,train,8943121
4,train,8943129
4,train,8943135
4,train,8943141
4,train,8943142
4,train,8943168
4,train,8943429
4,train,8943458
4,train,8943459
4,train,8943469
4,train,8943470
4,train,8943473
4,train,8943474
4,train,8943475
4,train,8943484
4,train,8943486
4,train,8943578
4,train,8943587
4,train,8943735
4,train,8943743
4,train,8943752
4,train,8943761
4,train,8943766
4,train,8943801
4,train,8943802
4,train,8943803
4,train,8943829
4,train,8943836
4,train,8943837
4,train,8943880
4,train,8943882
4,train,8943892
4,train,8943897
4,train,8981002
4,train,8981005
4,train,8981007
4,train,8981009
4,train,8981012
4,train,8981018
4,train,8981020
4,train,8981021
4,train,8981024
4,train,8981025
4,train,8981026
4,train,8981029
4,train,8981030
4,train,8981031
4,train,8981033
4,train,8981038
4,train,8981248
4,train,8981253
4,train,8981264
4,train,8981265
4,train,8981266
4,train,8981267
4,train,8981268
4,train,8981272
4,train,8981273
4,train,8981274
4,train,8981277
4,train,8981278
4,train,8981279
4,train,8981280
4,train,8981281
4,train,8981289
4,train,8981290
4,train,8981293
4,train,8981296
4,train,8981310
4,train,8981318
4,train,8981325
4,train,8981545
4,train,8981602
4,train,8981604
4,train,8981605
4,train,8981606
4,train,8981607
4,train,8981608
4,train,8981657
4,train,8981701
4,train,8981702
4,train,8981703
4,train,8981704
4,train,8981707
4,train,8981711
4,train,8981714
4,train,8981715
4,train,8981720
4,train,8981722
4,train,8981723
4,train,8981733
4,train,8981734
4,train,8981741
4,train,8981773
4,train,8981774
4,train,8981801
4,train,8981802
4,train,8981803
4,train,8981804
4,train,8981806
4,train,8981807
4,train,8981820
4,train,8981822
4,train,8981823
4,train,8981824
4,train,8981850
4,train,8981856
4,train,8981857
4,train,8981858
4,train,8981861
4,train,8981873
4,train,8981919
4,train,8981920
4,train,8981928
4,train,8981929
4,train,8981944
4,train,8981945
4,train,8981955
4,train,8981962
4,train,8981965
4,train,8981971
4,train,8981972
4,train,8L19505
4,train,8L19506
4,train,8L19540
4,train,8L19568
4,train,8L19569
4,train,8L19633
4,train,8L19656
4,train,8L19661
4,train,8L19688
4,train,8L19693
4,train,8L19722
4,train,8L19728
4,train,8L19729
4,train,8L19813
4,train,8L19825
4,train,8L19830
4,train,8L19835
4,train,8L19839
4,train,8L19858
4,train,8L19877
4,train,8L19899
4,train,8L19900
4,train,8L19912
4,train,8L19914
4,train,8L19917
4,train,8L19919
4,train,8L19920
4,train,8L19921
4,train,8L19922
4,train,8L19930
4,train,8L19931
4,train,8L19932
4,train,8L19934
4,train,8L19936
4,train,8L19937
4,train,8L19946
4,train,8L19958
4,train,8L19960
4,train,8L19961
4,train,8L19969
4,train,8L19974
4,train,8L19977
4,train,8L19979
4,train,8L19986
4,train,8L19987
4,train,8L19988
4,train,8L19991
4,train,8L19992
4,train,8L19995
4,train,8L19998
4,train,8L26528
4,train,8L26538
4,train,8L26578
4,train,8L26579
4,train,8L26581
4,train,8L26582
4,train,8L26586
4,train,8L26587
4,train,8L26591
4,train,8L26595
4,train,8L26596
4,train,8L26597
4,train,8L30001
4,train,8L30212
4,train,8L30286
4,train,8L30289
4,train,8L30298
4,train,8L30300
4,train,8L30320
4,train,8L30340
4,train,8L30363
4,train,8L30372
4,train,8L30388
4,train,8L30396
4,train,8L30444
4,train,8L30445
4,train,8L30446
4,train,8L30449
4,train,8L30451
4,train,8L30499
4,train,8L30500
4,train,8L30591
4,train,8L30596
4,train,8L30597
4,train,8L30598
4,train,8L30761
4,train,8L30779
4,train,8L30780
4,train,8L30781
4,train,8L30782
4,train,8L30784
4,train,8L30807
4,train,8L30819
4,train,8L30829
4,train,8L30876
4,train,8L30882
4,train,8L30898
4,train,8L30917
4,train,8L30922
4,train,8L30947
4,train,8L30963
4,train,8L48310
4,train,8L48311
4,train,8L48313
4,train,8L48314
4,train,8L48315
4,train,8L48319
4,train,8L48320
4,train,8L48334
4,train,8L48336
4,train,8L48344
4,train,8L48365
4,train,8L48418
4,train,8L48435
4,train,8L48438
4,train,8L48440
4,train,8L48443
4,train,8L48446
4,train,8L48448
4,train,8L48450
4,train,8L48451
4,train,8L48452
4,train,8L48454
4,train,8L48457
4,train,8L48459
4,train,8L48463
4,train,8L48467
4,train,8L48473
4,train,8L48474
4,train,8L48476
4,train,8L48479
4,train,8L48501
4,train,8L48555
4,train,8L48565
4,train,8L48592
4,train,8L48598
4,train,8L48602
4,train,8L48607
4,train,8L48608
4,train,8L48609
4,train,8L48611
4,train,8L48691
4,train,8L48692
4,train,8L48694
4,train,8L48695
4,train,8L49909
4,train,8L49910
4,train,8L49930
4,train,8L49934
4,train,8L49938
4,train,8L49957
4,train,8L49963
4,train,8L49974
4,train,8L49991
4,train,8L52202
4,train,8L52209
4,train,8L52210
4,train,8L52211
4,train,8L52212
4,train,8L52224
4,train,8L52231
4,train,8L52241
4,train,8L52249
4,train,8L52284
4,train,8L52303
4,train,8L52305
4,train,8L52308
4,train,8L52310
4,train,8L52401
4,train,8L52404
4,train,8L52415
4,train,8L52418
4,train,8L52419
4,train,8L52420
4,train,8L52426
4,train,8L52428
4,train,8L52504
4,train,8L52527
4,train,8L52533
4,train,8L52534
4,train,8L52535
4,train,8L52550
4,train,8L52551
4,train,8L52552
4,train,8L52555
4,train,8L52574
4,train,8L52596
4,train,8L52597
4,train,8L52598
4,train,8L52619
4,train,8L52623
4,train,8L52624
4,train,8L52909
4,train,8L52913
4,train,8L52920
4,train,8L52922
4,train,8L52932
4,train,8L52934
4,train,8L52950
4,train,8L52954
4,train,8L52956
4,train,8L52961
4,train,8L52963
4,train,8L52965
4,train,8L52967
4,train,8L52973
4,train,8L52974
4,train,8L52978
4,train,8L57701
4,train,8L57757
4,train,8L57758
4,train,8L57789
4,train,8L57814
4,train,8L57859
4,train,8L57876
4,train,8L57880
4,train,8L57882
4,train,8L57906
4,train,8L57916
4,train,8L57918
4,train,8L57927
4,train,8L64134
4,train,8L64148
4,train,8L64157
4,train,8L64169
4,train,8L64175
4,train,8L64176
4,train,8L64202
4,train,8L64206
4,train,8L64210
4,train,8L64212
4,train,8L64215
4,train,8L64256
4,train,8L64265
4,train,8L64266
4,train,8L64271
4,train,8L64272
4,train,8L64280
4,train,8L64283
4,train,8L64291
4,train,8L64372
4,train,8L64373
4,train,8L64397
4,train,8L64398
4,train,8L64399
4,train,8L64812
4,train,8L64813
4,train,8L64824
4,train,8L64825
4,train,8L64838
4,train,8L64839
4,train,8L64840
4,train,8L64856
4,train,8L64858
4,train,8L64901
4,train,8L64902
4,train,8L64903
4,train,8L64915
4,train,8L64916
4,train,8L64922
4,train,8L64923
4,train,8L64933
4,train,8L64970
4,train,8L64981
4,train,8L64996
4,train,8L88307
4,train,8L89202
4,train,8L89211
4,train,8L89230
4,train,8L89244
4,train,8L89245
4,train,8L89254
4,train,8L89259
4,train,8L89265
4,train,8L89266
4,train,8L89268
4,train,8L89269
4,train,8L89273
4,train,8L89274
4,train,8L89276
4,train,8L89282
4,train,8L89296
4,train,8L89298
4,train,8L89299
4,train,8L89326
4,train,8L89334
4,train,8L89335
4,train,8L89337
4,train,8L89352
4,train,8L89354
4,train,8L89358
4,train,8L89363
