Fold,Set,ringnr
3,train,8N42531
3,train,8N42532
3,train,8N42533
3,train,8N42534
3,train,8N42535
3,train,8N42544
3,train,8N42545
3,train,8N42548
3,train,8N42634
3,train,8N42637
3,train,8N42642
3,train,8N42645
3,train,8N42647
3,train,8N42649
3,train,8N42652
3,train,8N42654
3,train,8N42657
3,train,8N42658
3,train,8N42664
3,train,8N42674
3,train,8N42679
3,train,8N42681
3,train,8N42697
3,train,8N42701
3,train,8N42703
3,train,8N42705
3,train,8N42706
3,train,8N42707
3,train,8N42709
3,train,8N42710
3,train,8N42715
3,train,8N42716
3,train,8N42717
3,train,8N42718
3,train,8N42719
3,train,8N42729
3,train,8N42730
3,train,8N42731
3,train,8N42732
3,train,8N42733
3,train,8N42735
3,train,8N42751
3,train,8N42752
3,train,8N42771
3,train,8N42783
3,train,8N42786
3,train,8N42787
3,train,8N42791
3,train,8N42794
3,train,8N42795
3,train,8N42801
3,train,8N42906
3,train,8N42911
3,train,8N42915
3,train,8N42923
3,train,8N42926
3,train,8N42927
3,train,8N42928
3,train,8N42942
3,train,8N42952
3,train,8N42994
3,train,8N42996
3,train,8N43000
3,train,8N72036
3,train,8N72040
3,train,8N72043
3,train,8N72045
3,train,8N72064
3,train,8N72065
3,train,8N72066
3,train,8N72067
3,train,8N72114
3,train,8N72130
3,train,8N72132
3,train,8N72137
3,train,8N72206
3,train,8N72208
3,train,8N72245
3,train,8N72257
3,train,8N72260
3,train,8N72266
3,train,8N72268
3,train,8N72269
3,train,8N72330
3,train,8N72332
3,train,8N72333
3,train,8N72347
3,train,8N72348
3,train,8N72351
3,train,8N72353
3,train,8N72354
3,train,8N72359
3,train,8N72368
3,train,8N72389
3,train,8N72391
3,train,8N72394
3,train,8N72428
3,train,8N72447
3,train,8N72448
3,train,8N72483
3,train,8N72487
3,train,8N72488
3,train,8N72490
3,train,8N72496
3,train,8N72499
3,train,8N72516
3,train,8N72519
3,train,8N72531
3,train,8N72544
3,train,8N72545
3,train,8N72551
3,train,8N72554
3,train,8N72574
3,train,8N72575
3,train,8N72577
3,train,8N72578
3,train,8N72592
3,train,8N72603
3,train,8N72616
3,train,8N72633
3,train,8N72639
3,train,8N72655
3,train,8N72660
3,train,8N72663
3,train,8N72664
3,train,8N72665
3,train,8N72668
3,train,8N72669
3,train,8N72670
3,train,8N72716
3,train,8N72717
3,train,8N72719
3,train,8N72721
3,train,8N72724
3,train,8N72734
3,train,8N72737
3,train,8N72738
3,train,8N72743
3,train,8N72746
3,train,8N72785
3,train,8N72965
3,train,8N72989
3,train,8N73001
3,train,8N73003
3,train,8N73012
3,train,8N73052
3,train,8N73055
3,train,8N73057
3,train,8N73082
3,train,8N73084
3,train,8N73086
3,train,8N73087
3,train,8N73094
3,train,8N73097
3,train,8N73252
3,train,8N73291
3,train,8N73299
3,train,8N73370
3,train,8N73383
3,train,8N73402
3,train,8N73404
3,train,8N73406
3,train,8N73407
3,train,8N73409
3,train,8N73420
3,train,8N73423
3,train,8N73425
3,train,8N73501
3,train,8N73502
3,train,8N73503
3,train,8N73504
3,train,8N73505
3,train,8N73506
3,train,8N73507
3,train,8N73509
3,train,8N73510
3,train,8N73512
3,train,8N73513
3,train,8N73514
3,train,8N73515
3,train,8N73519
3,train,8N73521
3,train,8N73524
3,train,8N73525
3,train,8N73527
3,train,8N73528
3,train,8N73529
3,train,8N73530
3,train,8N73533
3,train,8N73564
3,train,8N73568
3,train,8N73573
3,train,8N73580
3,train,8N73586
3,train,8N73589
3,train,8N73818
3,train,8N73819
3,train,8N73823
3,train,8N73824
3,train,8N73831
3,train,8N87048
3,train,8N87052
3,train,8N87053
3,train,8N87054
3,train,8N87056
3,train,8N87057
3,train,8N87058
3,train,8N87062
3,train,8N87066
3,train,8N87067
3,train,8N87069
3,train,8N87070
3,train,8N87071
3,train,8N87072
3,train,8N87080
3,train,8N87085
3,train,8N87114
3,train,8N87115
3,train,8N87116
3,train,8N87136
3,train,8N87141
3,train,8N87160
3,train,8N87162
3,train,8N87168
3,train,8N87211
3,train,8N87216
3,train,8N87226
3,train,8N87228
3,train,8N87241
3,train,8N87245
3,train,8N87246
3,train,8N87251
3,train,8N87253
3,train,8N87255
3,train,8N87264
3,train,8N87265
3,train,8N87267
3,train,8N87270
3,train,8N87271
3,train,8N87273
3,train,8N87274
3,train,8N87284
3,train,8N87307
3,train,8N87313
3,train,8N87325
3,train,8N87338
3,train,8N87339
3,train,8N87342
3,train,8N87351
3,train,8N87352
3,train,8N87353
3,train,8N87358
3,train,8N87363
3,train,8N87368
3,train,8N87369
3,train,8N87371
3,train,8N87372
3,train,8N87387
3,train,8N87701
3,train,8N87709
3,train,8N87711
3,train,8N87723
3,train,8N87732
3,train,8N87749
3,train,8N87754
3,train,8N87756
3,train,8N87759
3,train,8N87762
3,train,8N87772
3,train,8N87774
3,train,8N87995
3,train,8P11051
3,train,8P11058
3,train,8P11064
3,train,8P11070
3,train,8P11187
3,train,8P11257
3,train,8P11319
3,train,8P11320
3,train,8P11325
3,train,8P11326
3,train,8P11355
3,train,8P11471
3,train,8P11488
3,train,8P11576
3,train,8P11578
3,train,8P11579
3,train,8P11581
3,train,8P11584
3,train,8P11585
3,train,8P11606
3,train,8P11634
3,train,8P11635
3,train,8P11641
3,train,8P11747
3,train,8P11748
3,train,8P11749
3,train,8P11750
3,train,8P11751
3,train,8P11783
3,train,8P11786
3,train,8P11788
3,train,8P11794
3,train,8P11800
3,train,8P11932
3,train,8P11947
3,train,8P11964
3,train,8P11997
3,train,8P14001
3,train,8P14006
3,train,8P14007
3,train,8P14012
3,train,8P14014
3,train,8P14052
3,train,8P14053
3,train,8P14057
3,train,8P14060
3,train,8P14061
3,train,8P14063
3,train,8P14064
3,train,8P14075
3,train,8P14081
3,train,8P14103
3,train,8P14105
3,train,8P14111
3,train,8P14112
3,train,8P14126
3,train,8P14128
3,train,8P14136
3,train,8P14137
3,train,8P14144
3,train,8P14171
3,train,8P14173
3,train,8P14190
3,train,8P14191
3,train,8P14196
3,train,8P14220
3,train,8P14221
3,train,8P14241
3,train,8P14256
3,train,8P14262
3,train,8P14264
3,train,8P14297
3,train,8P14300
3,train,8P14401
3,train,8P14402
3,train,8P14454
3,train,8P14457
3,train,8P14459
3,train,8P14561
3,train,8P14574
3,train,8P14585
3,train,8P14604
3,train,8P14605
3,train,8P14606
3,train,8P14607
3,train,8P14616
3,train,8P14620
3,train,8P14622
3,train,8P14632
3,train,8P14641
3,train,8P14642
3,train,8P14648
3,train,8P14652
3,train,8P14658
3,train,8P14664
3,train,8P14665
3,train,8P14675
3,train,8P14696
3,train,8P14715
3,train,8P14717
3,train,8P14724
3,train,8P14736
3,train,8P14741
3,train,8P14769
3,train,8P14793
3,train,8P14826
3,train,8P14829
3,train,8P14834
3,train,8P14835
3,train,8P14838
3,train,8P26193
3,train,8P26195
3,train,8P26200
3,train,8P26401
3,train,8P26412
3,train,8P26430
3,train,8P26450
3,train,8P26518
3,train,8P26523
3,train,8P26524
3,train,8P26525
3,train,8P26526
3,train,8P26527
3,train,8P26528
3,train,8P26537
3,train,8P26540
3,train,8P26541
3,train,8P26542
3,train,8P26578
3,train,8P26580
3,train,8P26622
3,train,8P26650
3,train,8P26682
3,train,8P26683
3,train,8P26688
3,train,8P26692
3,train,8P26693
3,train,8P26700
3,train,8P26701
3,train,8P26702
3,train,8P26704
3,train,8P26715
3,train,8P26739
3,train,8P26742
3,train,8P26746
3,train,8P26748
3,train,8P26749
3,train,8P26761
3,test,8118435
3,test,8168613
3,test,8168644
3,test,8168661
3,test,8309143
3,test,8309191
3,test,8309251
3,test,8309277
3,test,8573187
3,test,8573608
3,test,8573874
3,test,8573989
3,test,8598579
3,test,8651665
3,test,8651942
3,test,8681024
3,test,8681044
3,test,8681060
3,test,8681063
3,test,8681074
3,test,8681075
3,test,8681076
3,test,8681097
3,test,8681098
3,test,8681169
3,test,8681181
3,test,8681308
3,test,8681384
3,test,8681397
3,test,8681420
3,test,8681422
3,test,8730451
3,test,8730460
3,test,8730928
3,test,8730931
3,test,8730969
3,test,8730974
3,test,8730979
3,test,8730981
3,test,8732237
3,test,8732576
3,test,8732602
3,test,8732621
3,test,8732659
3,test,8732660
3,test,8747062
3,test,8747088
3,test,8747102
3,test,8747114
3,test,8747121
3,test,8747256
3,test,8747281
3,test,8747424
3,test,8747487
3,test,8747529
3,test,8747534
3,test,8747555
3,test,8747575
3,test,8747636
3,test,8747672
3,test,8747698
3,test,8747726
3,test,8747759
3,test,8747976
3,test,8794307
3,test,8794326
3,test,8794339
3,test,8794343
3,test,8800066
3,test,8800075
3,test,8800146
3,test,8800164
3,test,8800355
3,test,8800390
3,test,8800477
3,test,8800529
3,test,8800550
3,test,8800613
3,test,8800937
3,test,8816496
3,test,8816901
3,test,8816929
3,test,8857104
3,test,8857249
3,test,8857405
3,test,8857620
3,test,8866792
3,test,8887230
3,test,8887266
3,test,8887303
3,test,8887314
3,test,8887368
3,test,8887408
3,test,8887448
3,test,8934064
3,test,8934219
3,test,8934228
3,test,8934267
3,test,8934276
3,test,8934287
3,test,8934313
3,test,8934368
3,test,8934404
3,test,8934413
3,test,8934458
3,test,8934527
3,test,8934531
3,test,8934600
3,test,8934854
3,test,8934855
3,test,8934889
3,test,8934895
3,test,8939097
3,test,8939106
3,test,8939339
3,test,8939451
3,test,8939460
3,test,8939562
3,test,8939602
3,test,8939630
3,test,8939704
3,test,8939705
3,test,8939747
3,test,8939759
3,test,8939763
3,test,8943105
3,test,8943135
3,test,8943141
3,test,8981002
3,test,8981018
3,test,8981036
3,test,8981253
3,test,8981276
3,test,8981277
3,test,8981289
3,test,8981318
3,test,8981582
3,test,8981606
3,test,8981708
3,test,8981714
3,test,8981734
3,test,8981825
3,test,8981919
3,test,8981955
3,test,8L19559
3,test,8L19595
3,test,8L19813
3,test,8L19830
3,test,8L19860
3,test,8L19920
3,test,8L19926
3,test,8L26579
3,test,8L26596
3,test,8L30298
3,test,8L30340
3,test,8L30597
3,test,8L30598
3,test,8L30783
3,test,8L30832
3,test,8L30848
3,test,8L30922
3,test,8L30972
3,test,8L48399
3,test,8L48457
3,test,8L48474
3,test,8L48480
3,test,8L48501
3,test,8L49963
3,test,8L49991
3,test,8L52533
3,test,8L52574
3,test,8L52909
3,test,8L52934
3,test,8L57859
3,test,8L64399
3,test,8L64838
3,test,8L64915
3,test,8L64923
3,test,8L64970
3,test,8L89268
3,test,8L89358
3,test,8L89365
3,test,8L89384
3,test,8L89507
3,test,8L89516
3,test,8L89521
3,test,8L89525
3,test,8L89724
3,test,8L89739
3,test,8L89753
3,test,8L89845
3,test,8M31278
3,test,8M31476
3,test,8M31509
3,test,8M31544
3,test,8M31552
3,test,8M31641
3,test,8M31704
3,test,8M31925
3,test,8M31940
3,test,8M71079
3,test,8M71084
3,test,8M71086
3,test,8M71097
3,test,8M71100
3,test,8M71205
3,test,8M71220
3,test,8M71231
3,test,8M71257
3,test,8M71322
3,test,8M71407
3,test,8M71505
3,test,8M71864
3,test,8M72272
3,test,8M72323
3,test,8M72327
3,test,8M72611
3,test,8M72633
3,test,8M72648
3,test,8M72951
3,test,8N05012
3,test,8N05418
3,test,8N05513
3,test,8N05748
3,test,8N05750
3,test,8N05796
3,test,8N05797
3,test,8N05810
3,test,8N05831
3,test,8N06011
3,test,8N06178
3,test,8N06311
3,test,8N06340
3,test,8N06435
3,test,8N06517
3,test,8N06581
3,test,8N06749
3,test,8N06916
3,test,8N06920
3,test,8N06922
3,test,8N06931
3,test,8N06943
3,test,8N13216
3,test,8N13418
3,test,8N13524
3,test,8N13717
3,test,8N13745
3,test,8N13915
3,test,8N13933
3,test,8N13948
3,test,8N13968
3,test,8N14005
3,test,8N14017
3,test,8N14109
3,test,8N14119
3,test,8N14161
3,test,8N14181
3,test,8N14225
3,test,8N14718
3,test,8N14901
3,test,8N14924
3,test,8N14938
3,test,8N14962
3,test,8N14969
3,test,8N27118
3,test,8N27119
3,test,8N27275
3,test,8N27299
3,test,8N27344
3,test,8N27402
3,test,8N27405
3,test,8N27406
3,test,8N27413
3,test,8N27464
3,test,8N27864
3,test,8N27874
3,test,8N27905
3,test,8N28060
3,test,8N28220
3,test,8N28690
3,test,8N28694
3,test,8N28714
3,test,8N42186
3,test,8N42249
3,test,8N42259
3,test,8N42272
3,test,8N42275
3,test,8N42276
3,test,8N42286
3,test,8N42289
3,test,8N42517
3,test,8N42518
3,test,8N42523
3,test,8N42536
3,test,8N42633
3,test,8N42702
3,test,8N42708
3,test,8N42734
3,test,8N42858
3,test,8N42931
3,test,8N42970
3,test,8N72369
3,test,8N72472
3,test,8N72510
3,test,8N72736
3,test,8N72777
3,test,8N72795
3,test,8N72983
3,test,8N72986
3,test,8N73025
3,test,8N73031
3,test,8N73050
3,test,8N73083
3,test,8N73093
3,test,8N73508
3,test,8N73526
3,test,8N73821
3,test,8N73885
3,test,8N87065
3,test,8N87068
3,test,8N87248
3,test,8N87258
3,test,8N87362
3,test,8N87692
3,test,8N87707
3,test,8N87728
3,test,8N87730
3,test,8P11321
3,test,8P11429
3,test,8P11577
3,test,8P11752
3,test,8P11768
3,test,8P11789
3,test,8P14022
3,test,8P14029
3,test,8P14086
3,test,8P14278
3,test,8P14514
3,test,8P14680
3,test,8P14762
3,test,8P26403
3,test,8P26405
3,test,8P26560
3,test,8P26697
3,test,8P26743
4,train,8118424
4,train,8118425
4,train,8118426
4,train,8118429
4,train,8118430
4,train,8118432
4,train,8118433
4,train,8118435
4,train,8168602
4,train,8168603
4,train,8168605
4,train,8168606
4,train,8168613
4,train,8168614
4,train,8168615
4,train,8168617
4,train,8168632
4,train,8168635
4,train,8168636
4,train,8168638
4,train,8168639
4,train,8168642
4,train,8168644
4,train,8168648
4,train,8168649
4,train,8168650
4,train,8168655
4,train,8168658
4,train,8168660
4,train,8168661
4,train,8168662
4,train,8168665
4,train,8168693
4,train,8168698
4,train,8168702
4,train,8168709
4,train,8168768
4,train,8168769
4,train,8168771
4,train,8168772
4,train,8309128
4,train,8309141
4,train,8309143
4,train,8309146
4,train,8309155
4,train,8309156
4,train,8309158
4,train,8309159
4,train,8309165
4,train,8309171
4,train,8309173
4,train,8309175
4,train,8309182
4,train,8309190
4,train,8309191
4,train,8309197
4,train,8309251
4,train,8309252
4,train,8309254
4,train,8309260
4,train,8309263
4,train,8309266
4,train,8309267
4,train,8309269
4,train,8309272
4,train,8309274
4,train,8309277
4,train,8309283
4,train,8309285
4,train,8309288
4,train,8309291
4,train,8309298
4,train,8414501
4,train,8414527
4,train,8414806
4,train,8537612
4,train,8537699
4,train,8537700
4,train,8537728
4,train,8537761
4,train,8537774
4,train,8573156
4,train,8573187
4,train,8573221
4,train,8573281
4,train,8573515
4,train,8573521
4,train,8573567
4,train,8573572
4,train,8573603
4,train,8573606
4,train,8573608
4,train,8573682
4,train,8573683
4,train,8573752
4,train,8573856
4,train,8573864
4,train,8573872
4,train,8573874
4,train,8573896
4,train,8573915
4,train,8573966
4,train,8573989
4,train,8598501
4,train,8598568
4,train,8598579
4,train,8598591
4,train,8598592
4,train,8598599
4,train,8598602
4,train,8598614
4,train,8598631
4,train,8598728
4,train,8598790
4,train,8598887
4,train,8598907
4,train,8651511
4,train,8651514
4,train,8651522
4,train,8651534
4,train,8651539
4,train,8651543
4,train,8651548
4,train,8651576
4,train,8651600
4,train,8651621
4,train,8651658
4,train,8651664
4,train,8651665
4,train,8651695
4,train,8651701
4,train,8651717
4,train,8651728
4,train,8651743
4,train,8651754
4,train,8651761
4,train,8651765
4,train,8651772
4,train,8651778
4,train,8651783
4,train,8651784
4,train,8651786
4,train,8651790
4,train,8651795
4,train,8651799
4,train,8651804
4,train,8651860
4,train,8651869
4,train,8651870
4,train,8651875
4,train,8651876
4,train,8651878
4,train,8651882
4,train,8651883
4,train,8651884
4,train,8651903
4,train,8651907
4,train,8651911
4,train,8651929
4,train,8651942
4,train,8651948
4,train,8651952
4,train,8651975
4,train,8651979
4,train,8651997
4,train,8651998
4,train,8668476
4,train,8668482
4,train,8668490
4,train,8681001
4,train,8681002
4,train,8681003
4,train,8681005
4,train,8681008
4,train,8681009
4,train,8681012
4,train,8681017
4,train,8681020
4,train,8681024
4,train,8681025
4,train,8681028
4,train,8681029
4,train,8681032
4,train,8681033
4,train,8681034
4,train,8681037
4,train,8681038
4,train,8681040
4,train,8681041
4,train,8681042
4,train,8681044
4,train,8681052
4,train,8681053
4,train,8681054
4,train,8681055
4,train,8681056
4,train,8681057
4,train,8681058
4,train,8681059
4,train,8681060
4,train,8681062
4,train,8681063
4,train,8681065
4,train,8681067
4,train,8681068
4,train,8681069
4,train,8681070
4,train,8681071
4,train,8681073
4,train,8681074
4,train,8681075
4,train,8681076
4,train,8681077
4,train,8681079
4,train,8681081
4,train,8681095
4,train,8681097
4,train,8681098
4,train,8681132
4,train,8681135
4,train,8681138
4,train,8681169
4,train,8681175
4,train,8681181
4,train,8681183
4,train,8681184
4,train,8681190
4,train,8681201
4,train,8681213
4,train,8681218
4,train,8681236
4,train,8681237
4,train,8681247
4,train,8681248
4,train,8681249
4,train,8681251
4,train,8681254
4,train,8681258
4,train,8681259
4,train,8681260
4,train,8681268
4,train,8681287
4,train,8681290
4,train,8681291
4,train,8681292
4,train,8681300
4,train,8681308
4,train,8681309
4,train,8681324
4,train,8681331
4,train,8681335
4,train,8681336
4,train,8681355
4,train,8681356
4,train,8681361
4,train,8681370
4,train,8681371
4,train,8681374
4,train,8681384
4,train,8681385
4,train,8681393
4,train,8681396
4,train,8681397
4,train,8681403
4,train,8681409
4,train,8681414
4,train,8681415
4,train,8681419
4,train,8681420
4,train,8681422
4,train,8681423
4,train,8681436
4,train,8681454
4,train,8681462
4,train,8681464
4,train,8681466
4,train,8681472
4,train,8681473
4,train,8681476
4,train,8681477
4,train,8681479
4,train,8681485
4,train,8681496
4,train,8681500
4,train,8730413
4,train,8730417
4,train,8730418
4,train,8730436
4,train,8730437
4,train,8730439
4,train,8730442
4,train,8730443
4,train,8730444
4,train,8730445
4,train,8730447
4,train,8730448
4,train,8730451
4,train,8730453
4,train,8730454
4,train,8730458
4,train,8730459
4,train,8730460
4,train,8730461
4,train,8730462
4,train,8730465
4,train,8730486
4,train,8730496
4,train,8730497
4,train,8730498
4,train,8730503
4,train,8730506
4,train,8730509
4,train,8730517
4,train,8730518
4,train,8730535
4,train,8730537
4,train,8730543
4,train,8730545
4,train,8730547
4,train,8730548
4,train,8730551
4,train,8730552
4,train,8730554
4,train,8730563
4,train,8730564
4,train,8730565
4,train,8730584
4,train,8730922
4,train,8730928
4,train,8730931
4,train,8730932
4,train,8730943
4,train,8730945
4,train,8730951
4,train,8730952
4,train,8730953
4,train,8730957
4,train,8730959
4,train,8730969
4,train,8730970
4,train,8730972
4,train,8730973
4,train,8730974
4,train,8730979
4,train,8730981
4,train,8730987
4,train,8730993
4,train,8732211
4,train,8732220
4,train,8732223
4,train,8732225
4,train,8732227
4,train,8732235
4,train,8732237
4,train,8732239
4,train,8732240
4,train,8732247
4,train,8732249
4,train,8732256
4,train,8732258
4,train,8732261
4,train,8732262
4,train,8732266
4,train,8732273
4,train,8732279
4,train,8732286
4,train,8732288
4,train,8732292
4,train,8732293
4,train,8732294
4,train,8732298
4,train,8732300
4,train,8732502
4,train,8732503
4,train,8732505
4,train,8732506
4,train,8732511
4,train,8732525
4,train,8732531
4,train,8732541
4,train,8732552
4,train,8732565
4,train,8732576
4,train,8732577
4,train,8732579
4,train,8732588
4,train,8732591
4,train,8732595
4,train,8732598
4,train,8732600
4,train,8732602
4,train,8732605
4,train,8732610
4,train,8732615
4,train,8732620
4,train,8732621
4,train,8732625
4,train,8732626
4,train,8732637
4,train,8732644
4,train,8732646
4,train,8732647
4,train,8732648
4,train,8732649
4,train,8732650
4,train,8732651
4,train,8732653
4,train,8732654
4,train,8732656
4,train,8732659
4,train,8732660
4,train,8732666
4,train,8732667
4,train,8732670
4,train,8732672
4,train,8732674
4,train,8732676
4,train,8732678
4,train,8732681
4,train,8732685
4,train,8732687
4,train,8732690
4,train,8732691
4,train,8732695
4,train,8732696
4,train,8732697
4,train,8732698
4,train,8732699
4,train,8747010
4,train,8747026
4,train,8747038
4,train,8747062
4,train,8747064
4,train,8747088
4,train,8747100
4,train,8747102
4,train,8747103
4,train,8747104
4,train,8747114
4,train,8747117
4,train,8747118
4,train,8747120
4,train,8747121
4,train,8747135
4,train,8747144
4,train,8747145
4,train,8747158
4,train,8747161
4,train,8747167
4,train,8747182
4,train,8747218
4,train,8747223
4,train,8747224
4,train,8747225
4,train,8747227
4,train,8747229
4,train,8747234
4,train,8747239
4,train,8747256
4,train,8747258
4,train,8747259
4,train,8747260
4,train,8747263
4,train,8747273
4,train,8747274
4,train,8747281
4,train,8747286
4,train,8747287
4,train,8747288
4,train,8747290
4,train,8747293
4,train,8747294
4,train,8747295
4,train,8747300
4,train,8747308
4,train,8747365
4,train,8747366
4,train,8747369
4,train,8747373
4,train,8747374
4,train,8747375
4,train,8747399
4,train,8747406
4,train,8747410
4,train,8747417
4,train,8747424
4,train,8747487
4,train,8747492
4,train,8747497
4,train,8747498
4,train,8747504
4,train,8747515
4,train,8747517
4,train,8747518
4,train,8747520
4,train,8747526
4,train,8747529
4,train,8747532
4,train,8747534
4,train,8747544
4,train,8747548
4,train,8747549
4,train,8747551
4,train,8747552
4,train,8747553
4,train,8747555
4,train,8747563
4,train,8747564
4,train,8747569
4,train,8747573
4,train,8747574
4,train,8747575
4,train,8747583
4,train,8747588
4,train,8747590
4,train,8747603
4,train,8747604
4,train,8747606
4,train,8747608
4,train,8747609
4,train,8747610
4,train,8747636
4,train,8747654
4,train,8747657
4,train,8747663
4,train,8747672
4,train,8747675
4,train,8747689
4,train,8747691
4,train,8747692
4,train,8747693
4,train,8747694
4,train,8747698
4,train,8747699
4,train,8747701
4,train,8747703
4,train,8747705
4,train,8747711
4,train,8747713
4,train,8747720
4,train,8747722
4,train,8747725
4,train,8747726
4,train,8747728
4,train,8747729
4,train,8747730
4,train,8747732
4,train,8747734
4,train,8747735
4,train,8747737
4,train,8747738
4,train,8747739
4,train,8747741
4,train,8747742
4,train,8747744
4,train,8747756
4,train,8747757
4,train,8747758
4,train,8747759
4,train,8747760
4,train,8747764
4,train,8747781
4,train,8747796
4,train,8747799
4,train,8747805
4,train,8747807
4,train,8747808
4,train,8747809
4,train,8747813
4,train,8747829
4,train,8747862
4,train,8747865
4,train,8747872
4,train,8747878
4,train,8747879
4,train,8747882
4,train,8747884
4,train,8747897
4,train,8747901
4,train,8747905
4,train,8747935
4,train,8747940
4,train,8747948
4,train,8747955
4,train,8747958
4,train,8747974
4,train,8747976
4,train,8747979
4,train,8747993
4,train,8794301
4,train,8794302
4,train,8794305
4,train,8794307
4,train,8794309
4,train,8794311
4,train,8794322
4,train,8794326
4,train,8794339
4,train,8794340
4,train,8794341
4,train,8794342
4,train,8794343
4,train,8794346
4,train,8794352
4,train,8794353
4,train,8794367
4,train,8794375
4,train,8800012
4,train,8800022
4,train,8800023
4,train,8800025
4,train,8800027
4,train,8800029
4,train,8800031
4,train,8800035
4,train,8800038
4,train,8800042
4,train,8800045
4,train,8800046
4,train,8800059
4,train,8800060
4,train,8800061
4,train,8800063
4,train,8800066
4,train,8800073
4,train,8800074
4,train,8800075
4,train,8800077
4,train,8800090
4,train,8800091
4,train,8800094
4,train,8800095
4,train,8800101
4,train,8800102
4,train,8800104
4,train,8800127
4,train,8800146
4,train,8800147
4,train,8800151
4,train,8800160
4,train,8800163
4,train,8800164
4,train,8800166
4,train,8800168
4,train,8800170
4,train,8800171
4,train,8800175
4,train,8800177
4,train,8800179
4,train,8800181
4,train,8800185
4,train,8800196
4,train,8800199
4,train,8800303
4,train,8800314
4,train,8800321
4,train,8800330
4,train,8800331
4,train,8800338
4,train,8800339
4,train,8800340
4,train,8800341
4,train,8800352
4,train,8800353
4,train,8800354
4,train,8800355
4,train,8800356
4,train,8800368
4,train,8800371
4,train,8800372
4,train,8800375
4,train,8800376
4,train,8800390
4,train,8800391
4,train,8800395
4,train,8800404
4,train,8800405
4,train,8800416
4,train,8800417
4,train,8800424
4,train,8800426
4,train,8800427
4,train,8800428
4,train,8800436
4,train,8800437
4,train,8800441
4,train,8800450
4,train,8800467
4,train,8800468
4,train,8800469
4,train,8800470
4,train,8800477
4,train,8800482
4,train,8800488
4,train,8800489
4,train,8800490
4,train,8800495
4,train,8800497
4,train,8800512
4,train,8800515
4,train,8800519
4,train,8800529
4,train,8800533
4,train,8800537
4,train,8800538
4,train,8800547
4,train,8800548
4,train,8800550
4,train,8800567
4,train,8800568
4,train,8800570
4,train,8800574
4,train,8800580
4,train,8800592
4,train,8800606
4,train,8800612
4,train,8800613
4,train,8800616
4,train,8800617
4,train,8800935
4,train,8800937
4,train,8816408
4,train,8816409
4,train,8816418
4,train,8816427
4,train,8816428
4,train,8816452
4,train,8816456
4,train,8816467
4,train,8816486
4,train,8816491
4,train,8816495
4,train,8816496
4,train,8816497
4,train,8816901
4,train,8816918
4,train,8816919
4,train,8816921
4,train,8816929
4,train,8816930
4,train,8816931
4,train,8816932
4,train,8816936
4,train,8816937
4,train,8816940
4,train,8816942
4,train,8816943
4,train,8816947
4,train,8816948
4,train,8816949
4,train,8816954
4,train,8816955
4,train,8816956
4,train,8816957
4,train,8816959
4,train,8816963
4,train,8857101
4,train,8857102
4,train,8857103
4,train,8857104
4,train,8857202
4,train,8857205
4,train,8857208
4,train,8857215
4,train,8857223
4,train,8857226
4,train,8857230
4,train,8857231
4,train,8857232
4,train,8857233
4,train,8857243
4,train,8857246
4,train,8857249
4,train,8857257
4,train,8857260
4,train,8857261
4,train,8857269
4,train,8857274
4,train,8857275
4,train,8857276
4,train,8857277
4,train,8857278
4,train,8857279
4,train,8857285
4,train,8857405
4,train,8857407
4,train,8857415
4,train,8857609
4,train,8857612
4,train,8857620
4,train,8857730
4,train,8857739
4,train,8857752
4,train,8857754
4,train,8857767
4,train,8857778
4,train,8857780
4,train,8857946
4,train,8866658
4,train,8866710
4,train,8866718
4,train,8866741
4,train,8866745
4,train,8866751
4,train,8866752
4,train,8866754
4,train,8866773
4,train,8866779
4,train,8866786
4,train,8866789
4,train,8866790
4,train,8866791
4,train,8866792
4,train,8866795
4,train,8866799
4,train,8866800
4,train,8887035
4,train,8887036
4,train,8887130
4,train,8887134
4,train,8887202
4,train,8887205
4,train,8887206
4,train,8887210
4,train,8887211
4,train,8887221
4,train,8887226
4,train,8887230
4,train,8887232
4,train,8887233
4,train,8887238
4,train,8887241
4,train,8887243
4,train,8887245
4,train,8887249
4,train,8887266
4,train,8887267
4,train,8887272
4,train,8887277
4,train,8887279
4,train,8887283
4,train,8887286
4,train,8887290
4,train,8887303
4,train,8887304
4,train,8887305
4,train,8887307
4,train,8887310
4,train,8887314
4,train,8887315
4,train,8887316
4,train,8887319
4,train,8887335
4,train,8887341
4,train,8887342
4,train,8887344
4,train,8887345
4,train,8887346
4,train,8887349
4,train,8887352
4,train,8887356
4,train,8887357
4,train,8887360
4,train,8887364
4,train,8887368
4,train,8887370
4,train,8887373
4,train,8887379
4,train,8887385
4,train,8887396
4,train,8887399
4,train,8887406
4,train,8887408
4,train,8887411
4,train,8887414
4,train,8887416
4,train,8887421
4,train,8887422
4,train,8887439
4,train,8887440
4,train,8887448
4,train,8887449
4,train,8887450
4,train,8887451
4,train,8887462
4,train,8887472
4,train,8887475
4,train,8887477
4,train,8887481
4,train,8887488
4,train,8887490
4,train,8887494
4,train,8887495
4,train,8887496
4,train,8904640
4,train,8904643
4,train,8904654
4,train,8904676
4,train,8917814
4,train,8917830
4,train,8917840
4,train,8917841
4,train,8917923
4,train,8917927
4,train,8917929
4,train,8917939
4,train,8917940
